DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
021902,Mathematics,In Foster Care,In Foster Care,11,6,4,11,NA,NA,11,8,3
031903,Reading,Race/Ethnicity,Black or African American,5,3,3,NA,NA,NA,5,3,3
031903,Reading,Race/Ethnicity,Hispanic/Latino,920,768,685,920,768,685,920,769,684
031903,Reading,Race/Ethnicity,Other,5,5,3,NA,NA,NA,6,5,4
031903,Reading,Race/Ethnicity,White,30,27,20,30,27,20,30,26,19
031903,Reading,Homeless,Homeless,19,12,10,19,12,10,19,12,10
031903,Reading,In Foster Care,In Foster Care,9,1,1,NA,NA,NA,10,1,0
031903,Writing,Race/Ethnicity,Black or African American,5,5,5,NA,NA,NA,5,5,5
031903,Writing,Race/Ethnicity,Hispanic/Latino,920,755,695,920,755,695,920,756,696
031903,Writing,Race/Ethnicity,Other,5,5,3,NA,NA,NA,8,5,4
031903,Writing,Race/Ethnicity,White,30,27,21,30,27,21,32,28,21
031903,Writing,Homeless,Homeless,19,11,10,19,11,10,16,9,9
031903,Writing,In Foster Care,In Foster Care,9,5,5,NA,NA,NA,7,4,4
031903,Health,Race/Ethnicity,Black or African American,5,5,2,NA,NA,NA,5,5,1
031903,Health,Race/Ethnicity,Hispanic/Latino,920,755,681,920,755,681,920,755,679
031903,Health,Race/Ethnicity,Other,6,6,6,NA,NA,NA,7,6,5
031903,Health,Race/Ethnicity,White,30,27,22,30,27,22,28,27,22
031903,Health,Homeless,Homeless,19,11,9,19,11,NA,19,9,9
031903,Health,In Foster Care,In Foster Care,9,5,5,NA,NA,NA,8,5,5
031903,Mathematics,Race/Ethnicity,Black or African American,5,5,5,NA,NA,NA,5,5,5
031903,Mathematics,Race/Ethnicity,Hispanic/Latino,920,769,727,920,769,727,920,768,726
031903,Mathematics,Race/Ethnicity,Other,5,4,3,NA,NA,NA,6,3,3
031903,Mathematics,Race/Ethnicity,White,30,26,20,30,26,20,32,24,21
031903,Mathematics,Homeless,Homeless,19,12,11,19,12,11,17,13,12
031903,Mathematics,In Foster Care,In Foster Care,9,5,5,NA,NA,NA,9,6,5
037904,Reading,Race/Ethnicity,Black or African American,44,39,21,44,39,21,42,40,23
037904,Reading,Race/Ethnicity,Hispanic/Latino,150,136,111,150,136,111,152,135,112
037904,Reading,Race/Ethnicity,Other,17,14,9,17,14,NA,15,15,9
037904,Reading,Race/Ethnicity,White,34,30,20,34,30,NA,35,30,19
037904,Reading,Homeless,Homeless,19,13,4,19,13,NA,19,14,6
037904,Reading,In Foster Care,In Foster Care,5,2,2,NA,NA,NA,4,1,1
037904,Writing,Race/Ethnicity,Black or African American,44,28,21,44,28,21,46,29,22
037904,Writing,Race/Ethnicity,Hispanic/Latino,150,45,39,150,45,39,150,44,41
037904,Writing,Race/Ethnicity,Other,17,10,3,17,10,NA,17,10,3
037904,Writing,Race/Ethnicity,White,34,14,14,34,14,NA,33,15,15
037904,Writing,Homeless,Homeless,19,10,2,19,10,NA,18,10,2
037904,Writing,In Foster Care,In Foster Care,5,1,1,NA,NA,NA,4,1,1
037904,Health,Race/Ethnicity,Black or African American,44,31,20,44,31,NA,43,31,20
037904,Health,Race/Ethnicity,Hispanic/Latino,150,53,42,150,53,42,150,52,41
037904,Health,Race/Ethnicity,Other,17,12,7,17,12,NA,16,11,8
037904,Health,Race/Ethnicity,White,34,20,20,34,20,20,35,20,18
037904,Health,Homeless,Homeless,19,11,3,19,11,NA,18,13,1
037904,Health,In Foster Care,In Foster Care,5,1,1,NA,NA,NA,5,1,1
037904,Mathematics,Race/Ethnicity,Black or African American,44,36,30,44,36,30,44,36,30
037904,Mathematics,Race/Ethnicity,Hispanic/Latino,150,134,115,150,134,115,149,135,115
037904,Mathematics,Race/Ethnicity,Other,17,14,6,17,14,NA,17,12,6
037904,Mathematics,Race/Ethnicity,White,34,26,26,34,26,NA,33,26,25
037904,Mathematics,Homeless,Homeless,19,13,13,19,13,13,19,13,12
037904,Mathematics,In Foster Care,In Foster Care,5,2,2,NA,NA,NA,4,1,1
043902,Reading,Race/Ethnicity,Black or African American,73,47,42,73,47,42,73,45,42
043902,Reading,Race/Ethnicity,Hispanic/Latino,75,62,49,75,62,49,74,61,50
043902,Reading,Race/Ethnicity,Other,26,19,19,26,19,19,25,19,17
043902,Reading,Race/Ethnicity,White,41,31,19,41,31,19,43,31,17
043902,Reading,Homeless,Homeless,7,4,3,NA,NA,NA,8,5,2
043902,Reading,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,3,2,2
043902,Writing,Race/Ethnicity,Black or African American,73,47,39,73,47,39,73,46,39
043902,Writing,Race/Ethnicity,Hispanic/Latino,75,51,45,75,51,45,77,50,45
043902,Writing,Race/Ethnicity,Other,26,19,19,26,19,19,27,20,20
043902,Writing,Race/Ethnicity,White,41,31,21,41,31,21,42,30,20
043902,Writing,Homeless,Homeless,7,3,3,NA,NA,NA,8,4,4
043902,Writing,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,3,1,1
043902,Health,Race/Ethnicity,Black or African American,73,47,31,73,47,31,73,48,31
043902,Health,Race/Ethnicity,Hispanic/Latino,75,49,42,75,49,42,75,49,42
043902,Health,Race/Ethnicity,Other,26,19,19,26,19,19,27,22,20
043902,Health,Race/Ethnicity,White,41,31,21,41,31,21,40,30,21
043902,Health,Homeless,Homeless,7,3,3,NA,NA,NA,8,2,1
043902,Health,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,2,1,0
043902,Mathematics,Race/Ethnicity,Black or African American,73,46,34,73,46,34,74,45,35
043902,Mathematics,Race/Ethnicity,Hispanic/Latino,75,59,49,75,59,49,75,56,47
043902,Mathematics,Race/Ethnicity,Other,26,18,18,26,18,18,28,18,17
043902,Mathematics,Race/Ethnicity,White,41,30,30,41,30,30,41,29,29
043902,Mathematics,Homeless,Homeless,7,4,3,NA,NA,NA,6,4,3
043902,Mathematics,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,1,1,1
043905,Reading,Race/Ethnicity,Black or African American,146,99,77,146,99,77,146,100,77
043905,Reading,Race/Ethnicity,Hispanic/Latino,196,150,133,196,150,133,195,149,134
043905,Reading,Race/Ethnicity,Other,856,683,667,856,683,667,854,685,667
043905,Reading,Race/Ethnicity,White,102,83,69,102,83,69,103,82,71
043905,Reading,Homeless,Homeless,21,21,21,21,21,21,20,20,20
043905,Reading,In Foster Care,In Foster Care,6,6,6,NA,NA,NA,6,6,5
043905,Writing,Race/Ethnicity,Black or African American,146,97,77,146,97,77,147,97,78
043905,Writing,Race/Ethnicity,Hispanic/Latino,196,139,130,196,139,130,196,140,130
043905,Writing,Race/Ethnicity,Other,856,668,630,856,668,630,856,669,630
043905,Writing,Race/Ethnicity,White,102,82,76,102,82,76,103,82,75
043905,Writing,Homeless,Homeless,20,20,20,20,20,20,20,19,19
043905,Writing,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,7,5,5
043905,Health,Race/Ethnicity,Black or African American,146,99,82,146,99,82,146,99,82
043905,Health,Race/Ethnicity,Hispanic/Latino,196,149,141,196,149,141,195,148,141
043905,Health,Race/Ethnicity,Other,856,681,395,856,681,395,855,682,395
043905,Health,Race/Ethnicity,White,102,83,83,102,83,83,103,86,83
043905,Health,Homeless,Homeless,22,22,22,22,22,22,22,21,21
043905,Health,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,6,6,6
043905,Mathematics,Race/Ethnicity,Black or African American,146,99,87,146,99,87,146,98,86
043905,Mathematics,Race/Ethnicity,Hispanic/Latino,196,150,142,196,150,142,197,151,143
043905,Mathematics,Race/Ethnicity,Other,856,681,663,856,681,663,855,681,662
043905,Mathematics,Race/Ethnicity,White,102,83,75,102,83,75,100,83,76
043905,Mathematics,Homeless,Homeless,22,22,22,22,22,22,22,22,22
043905,Mathematics,In Foster Care,In Foster Care,7,7,7,NA,NA,NA,7,6,6
043910,Reading,Race/Ethnicity,Black or African American,190,123,102,190,123,102,190,125,102
043910,Reading,Race/Ethnicity,Hispanic/Latino,516,388,312,516,388,312,515,386,310
043910,Reading,Race/Ethnicity,Other,432,311,290,432,311,290,430,312,291
043910,Reading,Race/Ethnicity,White,191,144,123,191,144,123,191,146,122
043910,Reading,Homeless,Homeless,68,28,21,68,28,21,68,28,20
043910,Reading,In Foster Care,In Foster Care,12,7,5,12,NA,NA,11,7,7
043910,Writing,Race/Ethnicity,Black or African American,190,103,89,190,103,89,188,102,89
043910,Writing,Race/Ethnicity,Hispanic/Latino,516,366,323,516,366,323,516,368,323
043910,Writing,Race/Ethnicity,Other,432,285,215,432,285,215,430,284,215
043910,Writing,Race/Ethnicity,White,191,129,129,191,129,129,191,128,127
043910,Writing,Homeless,Homeless,68,23,18,68,23,18,67,24,17
043910,Writing,In Foster Care,In Foster Care,12,6,5,12,NA,NA,13,5,4
043910,Health,Race/Ethnicity,Black or African American,190,119,108,190,119,108,192,121,109
043910,Health,Race/Ethnicity,Hispanic/Latino,516,384,355,516,384,355,516,385,354
043910,Health,Race/Ethnicity,Other,432,304,232,432,304,232,433,305,233
043910,Health,Race/Ethnicity,White,191,142,142,191,142,142,192,143,142
043910,Health,Homeless,Homeless,68,25,20,68,25,20,69,25,21
043910,Health,In Foster Care,In Foster Care,12,6,6,12,NA,NA,13,7,5
043910,Mathematics,Race/Ethnicity,Black or African American,190,121,116,190,121,116,191,118,117
043910,Mathematics,Race/Ethnicity,Hispanic/Latino,516,386,360,516,386,360,515,386,360
043910,Mathematics,Race/Ethnicity,Other,432,309,302,432,309,302,433,310,302
043910,Mathematics,Race/Ethnicity,White,191,144,136,191,144,136,191,145,136
043910,Mathematics,Homeless,Homeless,68,27,21,68,27,21,67,27,20
043910,Mathematics,In Foster Care,In Foster Care,12,7,6,12,NA,NA,11,6,4
057803,Reading,Race/Ethnicity,Black or African American,390,301,244,390,301,244,391,303,244
057803,Reading,Race/Ethnicity,Hispanic/Latino,660,557,385,660,557,385,660,556,386
057803,Reading,Race/Ethnicity,Other,60,44,31,60,44,31,60,45,32
057803,Reading,Race/Ethnicity,White,35,29,25,35,29,25,34,29,25
057803,Reading,Homeless,Homeless,24,15,15,24,15,15,25,16,15
057803,Reading,In Foster Care,In Foster Care,5,5,4,NA,NA,NA,6,6,5
057803,Writing,Race/Ethnicity,Black or African American,390,299,277,390,299,277,388,300,277
057803,Writing,Race/Ethnicity,Hispanic/Latino,660,551,521,660,551,521,660,552,521
057803,Writing,Race/Ethnicity,Other,60,44,34,60,44,34,60,44,33
057803,Writing,Race/Ethnicity,White,35,28,28,35,28,28,34,27,26
057803,Writing,Homeless,Homeless,24,15,15,24,15,15,24,17,15
057803,Writing,In Foster Care,In Foster Care,6,6,6,NA,NA,NA,5,5,5
057803,Health,Race/Ethnicity,Black or African American,390,294,260,390,294,260,390,294,260
057803,Health,Race/Ethnicity,Hispanic/Latino,660,504,485,660,504,485,659,504,487
057803,Health,Race/Ethnicity,Other,60,43,36,60,43,36,61,45,36
057803,Health,Race/Ethnicity,White,35,28,28,35,28,28,34,29,29
057803,Health,Homeless,Homeless,24,15,15,24,15,15,22,14,14
057803,Health,In Foster Care,In Foster Care,6,6,5,NA,NA,NA,4,4,4
057803,Mathematics,Race/Ethnicity,Black or African American,390,300,255,390,300,255,390,300,254
057803,Mathematics,Race/Ethnicity,Hispanic/Latino,660,551,441,660,551,441,661,550,439
057803,Mathematics,Race/Ethnicity,Other,60,44,33,60,44,33,61,45,32
057803,Mathematics,Race/Ethnicity,White,35,28,28,35,28,28,34,28,25
057803,Mathematics,Homeless,Homeless,24,15,15,24,15,15,24,14,14
057803,Mathematics,In Foster Care,In Foster Care,5,5,5,NA,NA,NA,6,5,5
057903,Reading,Race/Ethnicity,Black or African American,153,100,81,153,100,81,153,100,81
057903,Reading,Race/Ethnicity,Hispanic/Latino,744,580,489,744,580,489,745,580,489
057903,Reading,Race/Ethnicity,Other,367,245,237,367,245,237,365,244,235
057903,Reading,Race/Ethnicity,White,74,61,55,74,61,55,73,61,56
057903,Reading,Homeless,Homeless,11,6,6,11,NA,NA,9,7,5
057903,Reading,In Foster Care,In Foster Care,12,7,6,12,NA,NA,11,6,6
057903,Writing,Race/Ethnicity,Black or African American,153,82,75,153,82,75,154,84,76
057903,Writing,Race/Ethnicity,Hispanic/Latino,744,544,438,744,544,438,745,543,437
057903,Writing,Race/Ethnicity,Other,367,232,216,367,232,216,366,233,216
057903,Writing,Race/Ethnicity,White,74,57,49,74,57,49,76,57,49
057903,Writing,Homeless,Homeless,11,6,6,11,NA,NA,9,6,6
057903,Writing,In Foster Care,In Foster Care,12,6,5,12,NA,NA,12,7,4
057903,Health,Race/Ethnicity,Black or African American,153,73,61,153,73,61,154,73,59
057903,Health,Race/Ethnicity,Hispanic/Latino,744,564,483,744,564,483,743,565,483
057903,Health,Race/Ethnicity,Other,367,232,147,367,232,147,367,230,148
057903,Health,Race/Ethnicity,White,74,57,57,74,57,57,74,59,58
057903,Health,Homeless,Homeless,11,6,6,11,NA,NA,12,5,4
057903,Health,In Foster Care,In Foster Care,12,6,5,12,NA,NA,10,5,5
057903,Mathematics,Race/Ethnicity,Black or African American,153,100,89,153,100,89,153,101,89
057903,Mathematics,Race/Ethnicity,Hispanic/Latino,744,572,513,744,572,513,744,573,512
057903,Mathematics,Race/Ethnicity,Other,367,242,155,367,242,155,367,240,156
057903,Mathematics,Race/Ethnicity,White,74,58,58,74,58,58,74,58,56
057903,Mathematics,Homeless,Homeless,11,7,7,11,NA,NA,11,8,6
057903,Mathematics,In Foster Care,In Foster Care,12,7,6,12,NA,NA,11,7,6
057905,Reading,Race/Ethnicity,Black or African American,1883,1128,967,1883,1128,967,1884,1128,967
057905,Reading,Race/Ethnicity,Hispanic/Latino,5486,4468,3871,5486,4468,3871,5487,4468,3872
057905,Reading,Race/Ethnicity,Other,291,216,190,291,216,190,292,217,190
057905,Reading,Race/Ethnicity,White,365,291,267,365,291,267,366,290,268
057905,Reading,Homeless,Homeless,395,219,181,395,219,181,396,219,181
057905,Reading,In Foster Care,In Foster Care,71,41,35,71,41,35,71,41,35
057905,Writing,Race/Ethnicity,Black or African American,1883,972,866,1883,972,866,1884,973,867
057905,Writing,Race/Ethnicity,Hispanic/Latino,5486,3785,3410,5486,3785,3410,5486,3785,3411
057905,Writing,Race/Ethnicity,Other,291,177,159,291,177,159,289,179,161
057905,Writing,Race/Ethnicity,White,365,263,252,365,263,252,364,264,253
057905,Writing,Homeless,Homeless,395,194,170,395,194,170,393,192,169
057905,Writing,In Foster Care,In Foster Care,71,34,29,71,34,29,73,35,29
057905,Health,Race/Ethnicity,Black or African American,1883,975,818,1883,975,818,1886,976,820
057905,Health,Race/Ethnicity,Hispanic/Latino,5486,3863,3517,5486,3863,3517,5487,3862,3518
057905,Health,Race/Ethnicity,Other,291,185,155,291,185,155,291,185,155
057905,Health,Race/Ethnicity,White,365,257,240,365,257,240,366,258,239
057905,Health,Homeless,Homeless,395,197,177,395,197,177,396,198,178
057905,Health,In Foster Care,In Foster Care,71,34,27,71,34,27,71,33,27
057905,Mathematics,Race/Ethnicity,Black or African American,1883,1049,988,1883,1049,988,1884,1051,988
057905,Mathematics,Race/Ethnicity,Hispanic/Latino,5486,4283,3968,5486,4283,3968,5487,4283,3968
057905,Mathematics,Race/Ethnicity,Other,291,204,187,291,204,187,291,204,186
057905,Mathematics,Race/Ethnicity,White,365,278,273,365,278,273,364,279,272
057905,Mathematics,Homeless,Homeless,395,206,188,395,206,188,395,207,188
057905,Mathematics,In Foster Care,In Foster Care,71,39,37,71,39,37,71,39,36
057907,Reading,Race/Ethnicity,Black or African American,217,172,147,217,172,147,217,170,146
057907,Reading,Race/Ethnicity,Hispanic/Latino,263,238,214,263,238,214,263,239,213
057907,Reading,Race/Ethnicity,Other,14,12,12,14,12,12,12,12,12
057907,Reading,Race/Ethnicity,White,14,13,13,14,13,13,14,13,13
057907,Reading,Homeless,Homeless,16,10,9,16,10,NA,16,9,9
057907,Reading,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,6,3,3
057907,Writing,Race/Ethnicity,Black or African American,217,172,153,217,172,153,217,173,153
057907,Writing,Race/Ethnicity,Hispanic/Latino,263,238,229,263,238,229,263,238,228
057907,Writing,Race/Ethnicity,Other,14,12,12,14,12,12,14,11,11
057907,Writing,Race/Ethnicity,White,14,13,11,14,13,11,14,14,11
057907,Writing,Homeless,Homeless,16,10,9,16,10,NA,16,11,8
057907,Writing,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,6,2,1
057907,Health,Race/Ethnicity,Black or African American,217,171,140,217,171,140,217,170,142
057907,Health,Race/Ethnicity,Hispanic/Latino,263,238,227,263,238,227,265,238,228
057907,Health,Race/Ethnicity,Other,14,12,12,14,12,12,13,11,11
057907,Health,Race/Ethnicity,White,14,13,11,14,13,11,14,13,11
057907,Health,Homeless,Homeless,16,10,9,16,10,NA,16,9,9
057907,Health,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,7,2,2
057907,Mathematics,Race/Ethnicity,Black or African American,217,170,160,217,170,160,217,171,160
057907,Mathematics,Race/Ethnicity,Hispanic/Latino,263,236,191,263,236,191,263,236,191
057907,Mathematics,Race/Ethnicity,Other,14,12,12,14,12,12,15,12,12
057907,Mathematics,Race/Ethnicity,White,14,13,13,14,13,13,15,14,13
057907,Mathematics,Homeless,Homeless,16,10,9,16,10,NA,18,9,9
057907,Mathematics,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,4,4,4
057909,Reading,Race/Ethnicity,Black or African American,394,285,252,394,285,252,392,284,252
057909,Reading,Race/Ethnicity,Hispanic/Latino,1418,1159,1029,1418,1159,1029,1419,1160,1030
057909,Reading,Race/Ethnicity,Other,365,298,274,365,298,274,366,299,274
057909,Reading,Race/Ethnicity,White,216,178,162,216,178,162,217,178,160
057909,Reading,Homeless,Homeless,63,44,38,63,44,38,63,44,37
057909,Reading,In Foster Care,In Foster Care,11,11,11,11,11,11,11,9,9
057909,Writing,Race/Ethnicity,Black or African American,394,273,243,394,273,243,394,273,243
057909,Writing,Race/Ethnicity,Hispanic/Latino,1418,1098,946,1418,1098,946,1417,1099,945
057909,Writing,Race/Ethnicity,Other,365,288,272,365,288,272,365,287,272
057909,Writing,Race/Ethnicity,White,216,171,161,216,171,161,217,172,160
057909,Writing,Homeless,Homeless,63,42,36,63,42,36,63,41,36
057909,Writing,In Foster Care,In Foster Care,11,11,11,11,11,11,12,10,10
057909,Health,Race/Ethnicity,Black or African American,394,275,246,394,275,246,396,274,246
057909,Health,Race/Ethnicity,Hispanic/Latino,1418,1131,1031,1418,1131,1031,1417,1130,1033
057909,Health,Race/Ethnicity,Other,365,287,273,365,287,273,365,289,273
057909,Health,Race/Ethnicity,White,216,173,161,216,173,161,217,172,161
057909,Health,Homeless,Homeless,63,43,39,63,43,39,63,44,39
057909,Health,In Foster Care,In Foster Care,12,12,11,12,12,11,11,11,11
057909,Mathematics,Race/Ethnicity,Black or African American,394,284,268,394,284,268,392,285,267
057909,Mathematics,Race/Ethnicity,Hispanic/Latino,1418,1161,1081,1418,1161,1081,1417,1161,1082
057909,Mathematics,Race/Ethnicity,Other,365,300,247,365,300,247,364,300,249
057909,Mathematics,Race/Ethnicity,White,216,176,176,216,176,176,217,178,175
057909,Mathematics,Homeless,Homeless,63,44,41,63,44,41,64,45,42
057909,Mathematics,In Foster Care,In Foster Care,12,12,12,12,12,12,11,11,11
057910,Reading,Race/Ethnicity,Black or African American,204,150,137,204,150,137,204,151,137
057910,Reading,Race/Ethnicity,Hispanic/Latino,881,731,670,881,731,670,881,733,671
057910,Reading,Race/Ethnicity,Other,71,59,56,71,59,56,69,59,56
057910,Reading,Race/Ethnicity,White,66,55,46,66,55,46,66,56,46
057910,Reading,Homeless,Homeless,61,41,36,61,41,36,61,42,36
057910,Reading,In Foster Care,In Foster Care,11,7,6,11,NA,NA,11,7,4
057910,Writing,Race/Ethnicity,Black or African American,204,148,143,204,148,143,205,150,143
057910,Writing,Race/Ethnicity,Hispanic/Latino,881,721,675,881,721,675,882,721,674
057910,Writing,Race/Ethnicity,Other,71,58,57,71,58,57,71,58,57
057910,Writing,Race/Ethnicity,White,66,55,50,66,55,50,65,54,50
057910,Writing,Homeless,Homeless,61,42,37,61,42,37,59,41,39
057910,Writing,In Foster Care,In Foster Care,11,7,6,11,NA,NA,12,7,6
057910,Health,Race/Ethnicity,Black or African American,204,126,110,204,126,110,204,127,109
057910,Health,Race/Ethnicity,Hispanic/Latino,881,700,642,881,700,642,882,699,642
057910,Health,Race/Ethnicity,Other,71,52,47,71,52,47,71,50,47
057910,Health,Race/Ethnicity,White,66,51,45,66,51,45,67,51,45
057910,Health,Homeless,Homeless,61,38,19,61,38,19,60,36,19
057910,Health,In Foster Care,In Foster Care,11,6,5,11,NA,NA,12,4,4
057910,Mathematics,Race/Ethnicity,Black or African American,204,148,104,204,148,104,203,147,105
057910,Mathematics,Race/Ethnicity,Hispanic/Latino,881,734,699,881,734,699,880,734,699
057910,Mathematics,Race/Ethnicity,Other,71,59,59,71,59,59,70,59,59
057910,Mathematics,Race/Ethnicity,White,66,55,55,66,55,55,65,54,54
057910,Mathematics,Homeless,Homeless,61,41,22,61,41,22,60,42,23
057910,Mathematics,In Foster Care,In Foster Care,11,7,6,11,NA,NA,12,9,7
057912,Reading,Race/Ethnicity,Black or African American,199,148,133,199,148,133,199,149,135
057912,Reading,Race/Ethnicity,Hispanic/Latino,1314,1099,935,1314,1099,935,1314,1100,936
057912,Reading,Race/Ethnicity,Other,157,122,96,157,122,96,157,122,95
057912,Reading,Race/Ethnicity,White,81,59,59,81,59,59,80,60,59
057912,Reading,Homeless,Homeless,36,14,14,36,14,14,35,13,13
057912,Reading,In Foster Care,In Foster Care,16,10,8,16,10,NA,14,11,8
057912,Writing,Race/Ethnicity,Black or African American,199,150,141,199,150,141,199,148,140
057912,Writing,Race/Ethnicity,Hispanic/Latino,1314,1116,1026,1314,1116,1026,1314,1116,1027
057912,Writing,Race/Ethnicity,Other,157,122,117,157,122,117,157,123,117
057912,Writing,Race/Ethnicity,White,81,59,54,81,59,54,81,60,53
057912,Writing,Homeless,Homeless,36,13,13,36,13,13,34,14,11
057912,Writing,In Foster Care,In Foster Care,16,10,9,16,10,NA,17,9,9
057912,Health,Race/Ethnicity,Black or African American,199,150,135,199,150,135,200,149,135
057912,Health,Race/Ethnicity,Hispanic/Latino,1314,1114,1026,1314,1114,1026,1315,1115,1025
057912,Health,Race/Ethnicity,Other,157,122,119,157,122,119,158,122,119
057912,Health,Race/Ethnicity,White,81,59,53,81,59,53,80,60,52
057912,Health,Homeless,Homeless,36,13,13,36,13,13,35,12,12
057912,Health,In Foster Care,In Foster Care,16,10,9,16,10,NA,15,10,9
057912,Mathematics,Race/Ethnicity,Black or African American,199,150,145,199,150,145,199,151,145
057912,Mathematics,Race/Ethnicity,Hispanic/Latino,1314,1115,1029,1314,1115,1029,1314,1114,1029
057912,Mathematics,Race/Ethnicity,Other,157,124,93,157,124,93,159,124,94
057912,Mathematics,Race/Ethnicity,White,81,59,59,81,59,59,80,59,59
057912,Mathematics,Homeless,Homeless,36,13,13,36,13,13,35,13,13
057912,Mathematics,In Foster Care,In Foster Care,16,10,9,16,10,NA,15,9,8
057913,Reading,Race/Ethnicity,Black or African American,295,249,231,295,249,231,294,250,232
057913,Reading,Race/Ethnicity,Hispanic/Latino,84,71,65,84,71,65,86,71,65
057913,Reading,Race/Ethnicity,Other,12,10,10,12,10,10,12,8,8
057913,Reading,Race/Ethnicity,White,23,18,11,23,18,11,22,17,9
057913,Reading,Homeless,Homeless,39,36,7,39,36,NA,39,35,7
057913,Reading,In Foster Care,In Foster Care,10,5,2,10,NA,NA,9,5,1
057913,Writing,Race/Ethnicity,Black or African American,295,234,217,295,234,217,294,233,213
057913,Writing,Race/Ethnicity,Hispanic/Latino,84,69,59,84,69,59,85,69,58
057913,Writing,Race/Ethnicity,Other,12,8,8,12,NA,NA,11,10,7
057913,Writing,Race/Ethnicity,White,23,19,14,23,NA,NA,23,18,14
057913,Writing,Homeless,Homeless,39,33,7,39,33,NA,39,34,8
057913,Writing,In Foster Care,In Foster Care,10,5,2,10,NA,NA,11,5,1
057913,Health,Race/Ethnicity,Black or African American,295,248,214,295,248,214,295,249,213
057913,Health,Race/Ethnicity,Hispanic/Latino,84,70,60,84,70,60,83,69,61
057913,Health,Race/Ethnicity,Other,12,10,10,12,10,10,13,9,9
057913,Health,Race/Ethnicity,White,23,18,14,23,18,14,23,17,14
057913,Health,Homeless,Homeless,39,36,31,39,36,31,42,34,31
057913,Health,In Foster Care,In Foster Care,10,5,2,10,NA,NA,11,5,0
057913,Mathematics,Race/Ethnicity,Black or African American,295,249,231,295,249,231,295,250,232
057913,Mathematics,Race/Ethnicity,Hispanic/Latino,84,70,60,84,70,60,84,71,60
057913,Mathematics,Race/Ethnicity,Other,12,10,10,12,10,10,12,9,9
057913,Mathematics,Race/Ethnicity,White,23,18,14,23,18,14,22,17,14
057913,Mathematics,Homeless,Homeless,39,36,7,39,36,NA,39,34,6
057913,Mathematics,In Foster Care,In Foster Care,10,5,5,10,NA,NA,11,5,5
057914,Reading,Race/Ethnicity,Black or African American,358,238,190,358,238,190,357,238,191
057914,Reading,Race/Ethnicity,Hispanic/Latino,999,814,704,999,814,704,998,813,705
057914,Reading,Race/Ethnicity,Other,54,44,34,54,44,34,54,43,34
057914,Reading,Race/Ethnicity,White,70,59,46,70,59,46,71,59,45
057914,Reading,Homeless,Homeless,37,24,17,37,24,17,38,23,16
057914,Reading,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,8,6,6
057914,Writing,Race/Ethnicity,Black or African American,358,230,194,358,230,194,357,229,195
057914,Writing,Race/Ethnicity,Hispanic/Latino,999,784,684,999,784,684,999,783,684
057914,Writing,Race/Ethnicity,Other,54,42,42,54,42,42,56,41,41
057914,Writing,Race/Ethnicity,White,70,54,39,70,54,39,70,53,40
057914,Writing,Homeless,Homeless,37,20,14,37,20,14,37,21,13
057914,Writing,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,5,5,5
057914,Health,Race/Ethnicity,Black or African American,358,230,183,358,230,183,358,230,183
057914,Health,Race/Ethnicity,Hispanic/Latino,999,795,704,999,795,704,999,797,704
057914,Health,Race/Ethnicity,Other,54,42,32,54,42,32,53,41,34
057914,Health,Race/Ethnicity,White,70,56,48,70,56,48,71,59,46
057914,Health,Homeless,Homeless,37,22,22,37,22,22,40,20,20
057914,Health,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,7,7,5
057914,Mathematics,Race/Ethnicity,Black or African American,358,236,206,358,236,206,357,236,206
057914,Mathematics,Race/Ethnicity,Hispanic/Latino,999,805,736,999,805,736,999,804,736
057914,Mathematics,Race/Ethnicity,Other,54,44,39,54,44,39,56,44,40
057914,Mathematics,Race/Ethnicity,White,70,58,52,70,58,52,71,57,53
057914,Mathematics,Homeless,Homeless,37,23,16,37,23,16,36,23,16
057914,Mathematics,In Foster Care,In Foster Care,7,7,7,NA,NA,NA,6,5,5
057916,Reading,Race/Ethnicity,Black or African American,399,273,223,399,273,223,400,272,222
057916,Reading,Race/Ethnicity,Hispanic/Latino,728,562,457,728,562,457,726,561,457
057916,Reading,Race/Ethnicity,Other,186,148,131,186,148,131,186,147,131
057916,Reading,Race/Ethnicity,White,292,266,237,292,266,237,292,266,237
