DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
021902,Mathematics,In Foster Care,In Foster Care,11,6,4,11,NA,NA,12,8,4
031903,Reading,Race/Ethnicity,Black or African American,5,3,3,NA,NA,NA,4,4,3
031903,Reading,Race/Ethnicity,Hispanic/Latino,920,768,685,920,768,685,919,769,685
031903,Reading,Race/Ethnicity,Other,5,5,3,NA,NA,NA,4,4,4
031903,Reading,Race/Ethnicity,White,30,27,20,30,27,20,28,27,20
031903,Reading,Homeless,Homeless,19,12,10,19,12,10,20,10,9
031903,Reading,In Foster Care,In Foster Care,9,1,1,NA,NA,NA,9,1,1
031903,Writing,Race/Ethnicity,Black or African American,5,5,5,NA,NA,NA,4,3,3
031903,Writing,Race/Ethnicity,Hispanic/Latino,920,755,695,920,755,695,919,755,696
031903,Writing,Race/Ethnicity,Other,5,5,3,NA,NA,NA,4,5,1
031903,Writing,Race/Ethnicity,White,30,27,21,30,27,21,28,28,23
031903,Writing,Homeless,Homeless,19,11,10,19,11,10,20,11,11
031903,Writing,In Foster Care,In Foster Care,9,5,5,NA,NA,NA,9,5,5
031903,Health,Race/Ethnicity,Black or African American,5,5,2,NA,NA,NA,4,3,2
031903,Health,Race/Ethnicity,Hispanic/Latino,920,755,681,920,755,681,919,754,682
031903,Health,Race/Ethnicity,Other,6,6,6,NA,NA,NA,4,4,4
031903,Health,Race/Ethnicity,White,30,27,22,30,27,22,28,28,23
031903,Health,Homeless,Homeless,19,11,9,19,11,NA,20,13,9
031903,Health,In Foster Care,In Foster Care,9,5,5,NA,NA,NA,9,5,5
031903,Mathematics,Race/Ethnicity,Black or African American,5,5,5,NA,NA,NA,4,4,4
031903,Mathematics,Race/Ethnicity,Hispanic/Latino,920,769,727,920,769,727,919,767,727
031903,Mathematics,Race/Ethnicity,Other,5,4,3,NA,NA,NA,4,4,3
031903,Mathematics,Race/Ethnicity,White,30,26,20,30,26,20,28,26,19
031903,Mathematics,Homeless,Homeless,19,12,11,19,12,11,20,13,9
031903,Mathematics,In Foster Care,In Foster Care,9,5,5,NA,NA,NA,9,4,4
037904,Reading,Race/Ethnicity,Black or African American,44,39,21,44,39,21,43,40,21
037904,Reading,Race/Ethnicity,Hispanic/Latino,150,136,111,150,136,111,151,135,113
037904,Reading,Race/Ethnicity,Other,17,14,9,17,14,NA,17,14,9
037904,Reading,Race/Ethnicity,White,34,30,20,34,30,NA,33,29,19
037904,Reading,Homeless,Homeless,19,13,4,19,13,NA,20,13,3
037904,Reading,In Foster Care,In Foster Care,5,2,2,NA,NA,NA,5,1,1
037904,Writing,Race/Ethnicity,Black or African American,44,28,21,44,28,21,43,30,20
037904,Writing,Race/Ethnicity,Hispanic/Latino,150,45,39,150,45,39,151,43,41
037904,Writing,Race/Ethnicity,Other,17,10,3,17,10,NA,17,11,4
037904,Writing,Race/Ethnicity,White,34,14,14,34,14,NA,33,15,14
037904,Writing,Homeless,Homeless,19,10,2,19,10,NA,20,9,1
037904,Writing,In Foster Care,In Foster Care,5,1,1,NA,NA,NA,5,2,2
037904,Health,Race/Ethnicity,Black or African American,44,31,20,44,31,NA,43,31,18
037904,Health,Race/Ethnicity,Hispanic/Latino,150,53,42,150,53,42,151,52,43
037904,Health,Race/Ethnicity,Other,17,12,7,17,12,NA,17,11,7
037904,Health,Race/Ethnicity,White,34,20,20,34,20,20,33,20,20
037904,Health,Homeless,Homeless,19,11,3,19,11,NA,20,11,3
037904,Health,In Foster Care,In Foster Care,5,1,1,NA,NA,NA,5,1,1
037904,Mathematics,Race/Ethnicity,Black or African American,44,36,30,44,36,30,43,36,30
037904,Mathematics,Race/Ethnicity,Hispanic/Latino,150,134,115,150,134,115,151,134,117
037904,Mathematics,Race/Ethnicity,Other,17,14,6,17,14,NA,17,13,6
037904,Mathematics,Race/Ethnicity,White,34,26,26,34,26,NA,33,29,25
037904,Mathematics,Homeless,Homeless,19,13,13,19,13,13,20,14,13
037904,Mathematics,In Foster Care,In Foster Care,5,2,2,NA,NA,NA,5,1,1
043902,Reading,Race/Ethnicity,Black or African American,73,47,42,73,47,42,73,45,44
043902,Reading,Race/Ethnicity,Hispanic/Latino,75,62,49,75,62,49,73,61,47
043902,Reading,Race/Ethnicity,Other,26,19,19,26,19,19,25,18,18
043902,Reading,Race/Ethnicity,White,41,31,19,41,31,19,40,31,19
043902,Reading,Homeless,Homeless,7,4,3,NA,NA,NA,7,3,3
043902,Reading,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,3,2,2
043902,Writing,Race/Ethnicity,Black or African American,73,47,39,73,47,39,73,47,37
043902,Writing,Race/Ethnicity,Hispanic/Latino,75,51,45,75,51,45,73,50,46
043902,Writing,Race/Ethnicity,Other,26,19,19,26,19,19,25,19,19
043902,Writing,Race/Ethnicity,White,41,31,21,41,31,21,40,30,21
043902,Writing,Homeless,Homeless,7,3,3,NA,NA,NA,7,3,3
043902,Writing,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,3,1,1
043902,Health,Race/Ethnicity,Black or African American,73,47,31,73,47,31,73,47,30
043902,Health,Race/Ethnicity,Hispanic/Latino,75,49,42,75,49,42,73,47,42
043902,Health,Race/Ethnicity,Other,26,19,19,26,19,19,25,20,20
043902,Health,Race/Ethnicity,White,41,31,21,41,31,21,40,29,20
043902,Health,Homeless,Homeless,7,3,3,NA,NA,NA,7,5,2
043902,Health,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,3,1,1
043902,Mathematics,Race/Ethnicity,Black or African American,73,46,34,73,46,34,73,45,34
043902,Mathematics,Race/Ethnicity,Hispanic/Latino,75,59,49,75,59,49,73,57,49
043902,Mathematics,Race/Ethnicity,Other,26,18,18,26,18,18,25,21,18
043902,Mathematics,Race/Ethnicity,White,41,30,30,41,30,30,40,30,30
043902,Mathematics,Homeless,Homeless,7,4,3,NA,NA,NA,7,4,3
043902,Mathematics,In Foster Care,In Foster Care,2,1,1,NA,NA,NA,3,1,1
043905,Reading,Race/Ethnicity,Black or African American,146,99,77,146,99,77,146,99,77
043905,Reading,Race/Ethnicity,Hispanic/Latino,196,150,133,196,150,133,195,149,133
043905,Reading,Race/Ethnicity,Other,856,683,667,856,683,667,859,683,667
043905,Reading,Race/Ethnicity,White,102,83,69,102,83,69,102,83,68
043905,Reading,Homeless,Homeless,21,21,21,21,21,21,20,20,20
043905,Reading,In Foster Care,In Foster Care,6,6,6,NA,NA,NA,6,5,5
043905,Writing,Race/Ethnicity,Black or African American,146,97,77,146,97,77,146,98,79
043905,Writing,Race/Ethnicity,Hispanic/Latino,196,139,130,196,139,130,195,137,131
043905,Writing,Race/Ethnicity,Other,856,668,630,856,668,630,859,668,628
043905,Writing,Race/Ethnicity,White,102,82,76,102,82,76,102,83,76
043905,Writing,Homeless,Homeless,20,20,20,20,20,20,20,20,20
043905,Writing,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,6,7,5
043905,Health,Race/Ethnicity,Black or African American,146,99,82,146,99,82,146,97,80
043905,Health,Race/Ethnicity,Hispanic/Latino,196,149,141,196,149,141,195,150,142
043905,Health,Race/Ethnicity,Other,856,681,395,856,681,395,859,682,395
043905,Health,Race/Ethnicity,White,102,83,83,102,83,83,102,82,82
043905,Health,Homeless,Homeless,22,22,22,22,22,22,20,23,22
043905,Health,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,6,7,4
043905,Mathematics,Race/Ethnicity,Black or African American,146,99,87,146,99,87,146,101,87
043905,Mathematics,Race/Ethnicity,Hispanic/Latino,196,150,142,196,150,142,195,150,142
043905,Mathematics,Race/Ethnicity,Other,856,681,663,856,681,663,859,679,663
043905,Mathematics,Race/Ethnicity,White,102,83,75,102,83,75,102,83,77
043905,Mathematics,Homeless,Homeless,22,22,22,22,22,22,20,23,22
043905,Mathematics,In Foster Care,In Foster Care,7,7,7,NA,NA,NA,6,5,5
043910,Reading,Race/Ethnicity,Black or African American,190,123,102,190,123,102,191,123,101
043910,Reading,Race/Ethnicity,Hispanic/Latino,516,388,312,516,388,312,516,389,311
043910,Reading,Race/Ethnicity,Other,432,311,290,432,311,290,432,308,290
043910,Reading,Race/Ethnicity,White,191,144,123,191,144,123,193,147,124
043910,Reading,Homeless,Homeless,68,28,21,68,28,21,68,29,18
043910,Reading,In Foster Care,In Foster Care,12,7,5,12,NA,NA,14,6,4
043910,Writing,Race/Ethnicity,Black or African American,190,103,89,190,103,89,191,103,90
043910,Writing,Race/Ethnicity,Hispanic/Latino,516,366,323,516,366,323,516,366,322
043910,Writing,Race/Ethnicity,Other,432,285,215,432,285,215,432,283,214
043910,Writing,Race/Ethnicity,White,191,129,129,191,129,129,193,128,128
043910,Writing,Homeless,Homeless,68,23,18,68,23,18,68,23,18
043910,Writing,In Foster Care,In Foster Care,12,6,5,12,NA,NA,14,5,4
043910,Health,Race/Ethnicity,Black or African American,190,119,108,190,119,108,191,119,108
043910,Health,Race/Ethnicity,Hispanic/Latino,516,384,355,516,384,355,516,385,354
043910,Health,Race/Ethnicity,Other,432,304,232,432,304,232,432,305,230
043910,Health,Race/Ethnicity,White,191,142,142,191,142,142,193,141,141
043910,Health,Homeless,Homeless,68,25,20,68,25,20,68,26,21
043910,Health,In Foster Care,In Foster Care,12,6,6,12,NA,NA,14,7,6
043910,Mathematics,Race/Ethnicity,Black or African American,190,121,116,190,121,116,191,120,115
043910,Mathematics,Race/Ethnicity,Hispanic/Latino,516,386,360,516,386,360,516,387,359
043910,Mathematics,Race/Ethnicity,Other,432,309,302,432,309,302,432,307,302
043910,Mathematics,Race/Ethnicity,White,191,144,136,191,144,136,193,145,137
043910,Mathematics,Homeless,Homeless,68,27,21,68,27,21,68,26,21
043910,Mathematics,In Foster Care,In Foster Care,12,7,6,12,NA,NA,14,8,6
057803,Reading,Race/Ethnicity,Black or African American,390,301,244,390,301,244,389,301,243
057803,Reading,Race/Ethnicity,Hispanic/Latino,660,557,385,660,557,385,659,557,385
057803,Reading,Race/Ethnicity,Other,60,44,31,60,44,31,61,45,33
057803,Reading,Race/Ethnicity,White,35,29,25,35,29,25,34,28,26
057803,Reading,Homeless,Homeless,24,15,15,24,15,15,25,15,15
057803,Reading,In Foster Care,In Foster Care,5,5,4,NA,NA,NA,5,4,4
057803,Writing,Race/Ethnicity,Black or African American,390,299,277,390,299,277,389,299,276
057803,Writing,Race/Ethnicity,Hispanic/Latino,660,551,521,660,551,521,659,552,524
057803,Writing,Race/Ethnicity,Other,60,44,34,60,44,34,61,44,34
057803,Writing,Race/Ethnicity,White,35,28,28,35,28,28,34,26,26
057803,Writing,Homeless,Homeless,24,15,15,24,15,15,25,18,16
057803,Writing,In Foster Care,In Foster Care,6,6,6,NA,NA,NA,5,5,5
057803,Health,Race/Ethnicity,Black or African American,390,294,260,390,294,260,389,294,261
057803,Health,Race/Ethnicity,Hispanic/Latino,660,504,485,660,504,485,659,503,484
057803,Health,Race/Ethnicity,Other,60,43,36,60,43,36,61,44,38
057803,Health,Race/Ethnicity,White,35,28,28,35,28,28,34,28,28
057803,Health,Homeless,Homeless,24,15,15,24,15,15,25,16,15
057803,Health,In Foster Care,In Foster Care,6,6,5,NA,NA,NA,5,6,4
057803,Mathematics,Race/Ethnicity,Black or African American,390,300,255,390,300,255,389,301,256
057803,Mathematics,Race/Ethnicity,Hispanic/Latino,660,551,441,660,551,441,659,551,443
057803,Mathematics,Race/Ethnicity,Other,60,44,33,60,44,33,61,47,32
057803,Mathematics,Race/Ethnicity,White,35,28,28,35,28,28,34,30,29
057803,Mathematics,Homeless,Homeless,24,15,15,24,15,15,25,15,15
057803,Mathematics,In Foster Care,In Foster Care,5,5,5,NA,NA,NA,5,5,5
057903,Reading,Race/Ethnicity,Black or African American,153,100,81,153,100,81,151,98,81
057903,Reading,Race/Ethnicity,Hispanic/Latino,744,580,489,744,580,489,745,579,489
057903,Reading,Race/Ethnicity,Other,367,245,237,367,245,237,368,247,238
057903,Reading,Race/Ethnicity,White,74,61,55,74,61,55,73,58,58
057903,Reading,Homeless,Homeless,11,6,6,11,NA,NA,11,7,7
057903,Reading,In Foster Care,In Foster Care,12,7,6,12,NA,NA,13,8,6
057903,Writing,Race/Ethnicity,Black or African American,153,82,75,153,82,75,151,80,77
057903,Writing,Race/Ethnicity,Hispanic/Latino,744,544,438,744,544,438,745,545,437
057903,Writing,Race/Ethnicity,Other,367,232,216,367,232,216,368,230,218
057903,Writing,Race/Ethnicity,White,74,57,49,74,57,49,73,57,50
057903,Writing,Homeless,Homeless,11,6,6,11,NA,NA,11,6,6
057903,Writing,In Foster Care,In Foster Care,12,6,5,12,NA,NA,13,6,4
057903,Health,Race/Ethnicity,Black or African American,153,73,61,153,73,61,151,72,60
057903,Health,Race/Ethnicity,Hispanic/Latino,744,564,483,744,564,483,745,565,484
057903,Health,Race/Ethnicity,Other,367,232,147,367,232,147,368,231,149
057903,Health,Race/Ethnicity,White,74,57,57,74,57,57,73,59,56
057903,Health,Homeless,Homeless,11,6,6,11,NA,NA,11,6,6
057903,Health,In Foster Care,In Foster Care,12,6,5,12,NA,NA,13,5,4
057903,Mathematics,Race/Ethnicity,Black or African American,153,100,89,153,100,89,151,101,90
057903,Mathematics,Race/Ethnicity,Hispanic/Latino,744,572,513,744,572,513,745,573,513
057903,Mathematics,Race/Ethnicity,Other,367,242,155,367,242,155,368,241,154
057903,Mathematics,Race/Ethnicity,White,74,58,58,74,58,58,73,59,59
057903,Mathematics,Homeless,Homeless,11,7,7,11,NA,NA,11,6,6
057903,Mathematics,In Foster Care,In Foster Care,12,7,6,12,NA,NA,13,7,4
057905,Reading,Race/Ethnicity,Black or African American,1883,1128,967,1883,1128,967,1882,1128,967
057905,Reading,Race/Ethnicity,Hispanic/Latino,5486,4468,3871,5486,4468,3871,5486,4468,3870
057905,Reading,Race/Ethnicity,Other,291,216,190,291,216,190,291,216,191
057905,Reading,Race/Ethnicity,White,365,291,267,365,291,267,365,290,267
057905,Reading,Homeless,Homeless,395,219,181,395,219,181,396,218,182
057905,Reading,In Foster Care,In Foster Care,71,41,35,71,41,35,72,39,34
057905,Writing,Race/Ethnicity,Black or African American,1883,972,866,1883,972,866,1882,973,866
057905,Writing,Race/Ethnicity,Hispanic/Latino,5486,3785,3410,5486,3785,3410,5486,3785,3411
057905,Writing,Race/Ethnicity,Other,291,177,159,291,177,159,291,177,160
057905,Writing,Race/Ethnicity,White,365,263,252,365,263,252,365,265,252
057905,Writing,Homeless,Homeless,395,194,170,395,194,170,396,194,171
057905,Writing,In Foster Care,In Foster Care,71,34,29,71,34,29,72,34,31
057905,Health,Race/Ethnicity,Black or African American,1883,975,818,1883,975,818,1882,976,820
057905,Health,Race/Ethnicity,Hispanic/Latino,5486,3863,3517,5486,3863,3517,5486,3863,3516
057905,Health,Race/Ethnicity,Other,291,185,155,291,185,155,291,186,155
057905,Health,Race/Ethnicity,White,365,257,240,365,257,240,365,259,241
057905,Health,Homeless,Homeless,395,197,177,395,197,177,396,198,175
057905,Health,In Foster Care,In Foster Care,71,34,27,71,34,27,72,33,28
057905,Mathematics,Race/Ethnicity,Black or African American,1883,1049,988,1883,1049,988,1882,1050,989
057905,Mathematics,Race/Ethnicity,Hispanic/Latino,5486,4283,3968,5486,4283,3968,5486,4283,3968
057905,Mathematics,Race/Ethnicity,Other,291,204,187,291,204,187,291,203,186
057905,Mathematics,Race/Ethnicity,White,365,278,273,365,278,273,365,280,273
057905,Mathematics,Homeless,Homeless,395,206,188,395,206,188,396,206,189
057905,Mathematics,In Foster Care,In Foster Care,71,39,37,71,39,37,72,42,34
057907,Reading,Race/Ethnicity,Black or African American,217,172,147,217,172,147,216,174,146
057907,Reading,Race/Ethnicity,Hispanic/Latino,263,238,214,263,238,214,265,237,213
057907,Reading,Race/Ethnicity,Other,14,12,12,14,12,12,14,14,12
057907,Reading,Race/Ethnicity,White,14,13,13,14,13,13,13,12,12
057907,Reading,Homeless,Homeless,16,10,9,16,10,NA,16,9,8
057907,Reading,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,4,3,2
057907,Writing,Race/Ethnicity,Black or African American,217,172,153,217,172,153,216,171,153
057907,Writing,Race/Ethnicity,Hispanic/Latino,263,238,229,263,238,229,265,239,229
057907,Writing,Race/Ethnicity,Other,14,12,12,14,12,12,14,13,13
057907,Writing,Race/Ethnicity,White,14,13,11,14,13,11,13,13,9
057907,Writing,Homeless,Homeless,16,10,9,16,10,NA,16,9,9
057907,Writing,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,4,4,4
057907,Health,Race/Ethnicity,Black or African American,217,171,140,217,171,140,216,173,141
057907,Health,Race/Ethnicity,Hispanic/Latino,263,238,227,263,238,227,265,238,225
057907,Health,Race/Ethnicity,Other,14,12,12,14,12,12,14,10,10
057907,Health,Race/Ethnicity,White,14,13,11,14,13,11,13,13,9
057907,Health,Homeless,Homeless,16,10,9,16,10,NA,16,10,5
057907,Health,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,4,2,2
057907,Mathematics,Race/Ethnicity,Black or African American,217,170,160,217,170,160,216,169,159
057907,Mathematics,Race/Ethnicity,Hispanic/Latino,263,236,191,263,236,191,265,237,191
057907,Mathematics,Race/Ethnicity,Other,14,12,12,14,12,12,14,11,11
057907,Mathematics,Race/Ethnicity,White,14,13,13,14,13,13,13,13,11
057907,Mathematics,Homeless,Homeless,16,10,9,16,10,NA,16,10,8
057907,Mathematics,In Foster Care,In Foster Care,5,3,3,NA,NA,NA,4,1,1
057909,Reading,Race/Ethnicity,Black or African American,394,285,252,394,285,252,393,285,252
057909,Reading,Race/Ethnicity,Hispanic/Latino,1418,1159,1029,1418,1159,1029,1419,1159,1028
057909,Reading,Race/Ethnicity,Other,365,298,274,365,298,274,364,297,274
057909,Reading,Race/Ethnicity,White,216,178,162,216,178,162,216,178,159
057909,Reading,Homeless,Homeless,63,44,38,63,44,38,62,44,37
057909,Reading,In Foster Care,In Foster Care,11,11,11,11,11,11,11,11,11
057909,Writing,Race/Ethnicity,Black or African American,394,273,243,394,273,243,393,272,242
057909,Writing,Race/Ethnicity,Hispanic/Latino,1418,1098,946,1418,1098,946,1419,1097,947
057909,Writing,Race/Ethnicity,Other,365,288,272,365,288,272,364,288,273
057909,Writing,Race/Ethnicity,White,216,171,161,216,171,161,216,171,161
057909,Writing,Homeless,Homeless,63,42,36,63,42,36,62,43,36
057909,Writing,In Foster Care,In Foster Care,11,11,11,11,11,11,11,10,10
057909,Health,Race/Ethnicity,Black or African American,394,275,246,394,275,246,393,274,243
057909,Health,Race/Ethnicity,Hispanic/Latino,1418,1131,1031,1418,1131,1031,1419,1130,1032
057909,Health,Race/Ethnicity,Other,365,287,273,365,287,273,364,287,272
057909,Health,Race/Ethnicity,White,216,173,161,216,173,161,216,173,161
057909,Health,Homeless,Homeless,63,43,39,63,43,39,62,43,40
057909,Health,In Foster Care,In Foster Care,12,12,11,12,12,11,11,10,9
057909,Mathematics,Race/Ethnicity,Black or African American,394,284,268,394,284,268,393,284,267
057909,Mathematics,Race/Ethnicity,Hispanic/Latino,1418,1161,1081,1418,1161,1081,1419,1161,1082
057909,Mathematics,Race/Ethnicity,Other,365,300,247,365,300,247,364,299,247
057909,Mathematics,Race/Ethnicity,White,216,176,176,216,176,176,216,176,174
057909,Mathematics,Homeless,Homeless,63,44,41,63,44,41,62,43,41
057909,Mathematics,In Foster Care,In Foster Care,12,12,12,12,12,12,11,13,11
057910,Reading,Race/Ethnicity,Black or African American,204,150,137,204,150,137,204,149,137
057910,Reading,Race/Ethnicity,Hispanic/Latino,881,731,670,881,731,670,883,729,672
057910,Reading,Race/Ethnicity,Other,71,59,56,71,59,56,71,59,56
057910,Reading,Race/Ethnicity,White,66,55,46,66,55,46,67,53,47
057910,Reading,Homeless,Homeless,61,41,36,61,41,36,63,40,38
057910,Reading,In Foster Care,In Foster Care,11,7,6,11,NA,NA,12,5,5
057910,Writing,Race/Ethnicity,Black or African American,204,148,143,204,148,143,204,149,142
057910,Writing,Race/Ethnicity,Hispanic/Latino,881,721,675,881,721,675,883,722,675
057910,Writing,Race/Ethnicity,Other,71,58,57,71,58,57,71,60,56
057910,Writing,Race/Ethnicity,White,66,55,50,66,55,50,67,57,50
057910,Writing,Homeless,Homeless,61,42,37,61,42,37,63,42,37
057910,Writing,In Foster Care,In Foster Care,11,7,6,11,NA,NA,12,7,6
057910,Health,Race/Ethnicity,Black or African American,204,126,110,204,126,110,204,125,109
057910,Health,Race/Ethnicity,Hispanic/Latino,881,700,642,881,700,642,883,699,641
057910,Health,Race/Ethnicity,Other,71,52,47,71,52,47,71,51,48
057910,Health,Race/Ethnicity,White,66,51,45,66,51,45,67,50,45
057910,Health,Homeless,Homeless,61,38,19,61,38,19,63,38,21
057910,Health,In Foster Care,In Foster Care,11,6,5,11,NA,NA,12,5,5
057910,Mathematics,Race/Ethnicity,Black or African American,204,148,104,204,148,104,204,148,104
057910,Mathematics,Race/Ethnicity,Hispanic/Latino,881,734,699,881,734,699,883,734,700
057910,Mathematics,Race/Ethnicity,Other,71,59,59,71,59,59,71,59,59
057910,Mathematics,Race/Ethnicity,White,66,55,55,66,55,55,67,55,55
057910,Mathematics,Homeless,Homeless,61,41,22,61,41,22,63,42,21
057910,Mathematics,In Foster Care,In Foster Care,11,7,6,11,NA,NA,12,5,5
057912,Reading,Race/Ethnicity,Black or African American,199,148,133,199,148,133,198,148,133
057912,Reading,Race/Ethnicity,Hispanic/Latino,1314,1099,935,1314,1099,935,1314,1098,935
057912,Reading,Race/Ethnicity,Other,157,122,96,157,122,96,157,122,97
057912,Reading,Race/Ethnicity,White,81,59,59,81,59,59,80,60,57
057912,Reading,Homeless,Homeless,36,14,14,36,14,14,36,13,13
057912,Reading,In Foster Care,In Foster Care,16,10,8,16,10,NA,14,10,7
057912,Writing,Race/Ethnicity,Black or African American,199,150,141,199,150,141,198,150,142
057912,Writing,Race/Ethnicity,Hispanic/Latino,1314,1116,1026,1314,1116,1026,1314,1116,1026
057912,Writing,Race/Ethnicity,Other,157,122,117,157,122,117,157,121,115
057912,Writing,Race/Ethnicity,White,81,59,54,81,59,54,80,57,54
057912,Writing,Homeless,Homeless,36,13,13,36,13,13,36,12,12
057912,Writing,In Foster Care,In Foster Care,16,10,9,16,10,NA,14,11,9
057912,Health,Race/Ethnicity,Black or African American,199,150,135,199,150,135,198,150,134
057912,Health,Race/Ethnicity,Hispanic/Latino,1314,1114,1026,1314,1114,1026,1314,1113,1026
057912,Health,Race/Ethnicity,Other,157,122,119,157,122,119,157,121,119
057912,Health,Race/Ethnicity,White,81,59,53,81,59,53,80,60,52
057912,Health,Homeless,Homeless,36,13,13,36,13,13,36,14,13
057912,Health,In Foster Care,In Foster Care,16,10,9,16,10,NA,14,10,7
057912,Mathematics,Race/Ethnicity,Black or African American,199,150,145,199,150,145,198,150,143
057912,Mathematics,Race/Ethnicity,Hispanic/Latino,1314,1115,1029,1314,1115,1029,1314,1118,1031
057912,Mathematics,Race/Ethnicity,Other,157,124,93,157,124,93,157,124,94
057912,Mathematics,Race/Ethnicity,White,81,59,59,81,59,59,80,59,58
057912,Mathematics,Homeless,Homeless,36,13,13,36,13,13,36,11,11
057912,Mathematics,In Foster Care,In Foster Care,16,10,9,16,10,NA,14,11,9
057913,Reading,Race/Ethnicity,Black or African American,295,249,231,295,249,231,294,247,232
057913,Reading,Race/Ethnicity,Hispanic/Latino,84,71,65,84,71,65,83,72,64
057913,Reading,Race/Ethnicity,Other,12,10,10,12,10,10,12,9,9
057913,Reading,Race/Ethnicity,White,23,18,11,23,18,11,22,18,11
057913,Reading,Homeless,Homeless,39,36,7,39,36,NA,37,36,7
057913,Reading,In Foster Care,In Foster Care,10,5,2,10,NA,NA,10,5,3
057913,Writing,Race/Ethnicity,Black or African American,295,234,217,295,234,217,294,235,217
057913,Writing,Race/Ethnicity,Hispanic/Latino,84,69,59,84,69,59,83,69,61
057913,Writing,Race/Ethnicity,Other,12,8,8,12,NA,NA,12,10,7
057913,Writing,Race/Ethnicity,White,23,19,14,23,NA,NA,22,18,13
057913,Writing,Homeless,Homeless,39,33,7,39,33,NA,37,35,7
057913,Writing,In Foster Care,In Foster Care,10,5,2,10,NA,NA,10,5,2
057913,Health,Race/Ethnicity,Black or African American,295,248,214,295,248,214,294,247,215
057913,Health,Race/Ethnicity,Hispanic/Latino,84,70,60,84,70,60,83,69,59
057913,Health,Race/Ethnicity,Other,12,10,10,12,10,10,12,9,9
057913,Health,Race/Ethnicity,White,23,18,14,23,18,14,22,16,12
057913,Health,Homeless,Homeless,39,36,31,39,36,31,37,36,30
057913,Health,In Foster Care,In Foster Care,10,5,2,10,NA,NA,10,6,2
057913,Mathematics,Race/Ethnicity,Black or African American,295,249,231,295,249,231,294,248,231
057913,Mathematics,Race/Ethnicity,Hispanic/Latino,84,70,60,84,70,60,83,71,61
057913,Mathematics,Race/Ethnicity,Other,12,10,10,12,10,10,12,10,9
057913,Mathematics,Race/Ethnicity,White,23,18,14,23,18,14,22,18,13
057913,Mathematics,Homeless,Homeless,39,36,7,39,36,NA,37,35,7
057913,Mathematics,In Foster Care,In Foster Care,10,5,5,10,NA,NA,10,6,5
057914,Reading,Race/Ethnicity,Black or African American,358,238,190,358,238,190,357,237,190
057914,Reading,Race/Ethnicity,Hispanic/Latino,999,814,704,999,814,704,999,814,705
057914,Reading,Race/Ethnicity,Other,54,44,34,54,44,34,54,45,35
057914,Reading,Race/Ethnicity,White,70,59,46,70,59,46,70,61,45
057914,Reading,Homeless,Homeless,37,24,17,37,24,17,37,23,17
057914,Reading,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,8,7,5
057914,Writing,Race/Ethnicity,Black or African American,358,230,194,358,230,194,357,229,194
057914,Writing,Race/Ethnicity,Hispanic/Latino,999,784,684,999,784,684,999,783,685
057914,Writing,Race/Ethnicity,Other,54,42,42,54,42,42,54,43,42
057914,Writing,Race/Ethnicity,White,70,54,39,70,54,39,70,56,39
057914,Writing,Homeless,Homeless,37,20,14,37,20,14,37,20,15
057914,Writing,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,8,6,6
057914,Health,Race/Ethnicity,Black or African American,358,230,183,358,230,183,357,232,184
057914,Health,Race/Ethnicity,Hispanic/Latino,999,795,704,999,795,704,999,795,705
057914,Health,Race/Ethnicity,Other,54,42,32,54,42,32,54,43,33
057914,Health,Race/Ethnicity,White,70,56,48,70,56,48,70,56,47
057914,Health,Homeless,Homeless,37,22,22,37,22,22,37,21,21
057914,Health,In Foster Care,In Foster Care,7,7,6,NA,NA,NA,8,6,6
057914,Mathematics,Race/Ethnicity,Black or African American,358,236,206,358,236,206,357,235,204
057914,Mathematics,Race/Ethnicity,Hispanic/Latino,999,805,736,999,805,736,999,805,736
057914,Mathematics,Race/Ethnicity,Other,54,44,39,54,44,39,54,46,40
057914,Mathematics,Race/Ethnicity,White,70,58,52,70,58,52,70,58,51
057914,Mathematics,Homeless,Homeless,37,23,16,37,23,16,37,23,18
057914,Mathematics,In Foster Care,In Foster Care,7,7,7,NA,NA,NA,8,6,6
057916,Reading,Race/Ethnicity,Black or African American,399,273,223,399,273,223,399,273,220
057916,Reading,Race/Ethnicity,Hispanic/Latino,728,562,457,728,562,457,725,562,457
057916,Reading,Race/Ethnicity,Other,186,148,131,186,148,131,184,148,131
057916,Reading,Race/Ethnicity,White,292,266,237,292,266,237,294,267,237
