DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_BOY,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_BOY_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_BOY_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
057912,Emergent Literacy Reading,Race/Ethnicity,Other,157,122,90,96,157,122,90,96,157,119,90,95
057912,Emergent Literacy Reading,Race/Ethnicity,White,81,59,29,59,81,59,29,59,82,59,30,59
057912,Emergent Literacy Reading,Homeless,Homeless,36,14,5,14,36,14,NA,14,36,12,5,12
057912,Emergent Literacy Reading,In Foster Care,In Foster Care,16,10,4,8,16,10,NA,NA,15,12,4,7
057912,Emergent Literacy Writing,Race/Ethnicity,Black or African American,199,150,140,141,199,150,140,141,200,152,137,142
057912,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1314,1116,1021,1026,1314,1116,1021,1026,1315,1116,1020,1027
057912,Emergent Literacy Writing,Race/Ethnicity,Other,157,122,116,117,157,122,116,117,156,121,115,116
057912,Emergent Literacy Writing,Race/Ethnicity,White,81,59,53,54,81,59,53,54,82,60,53,55
057912,Emergent Literacy Writing,Homeless,Homeless,36,13,13,13,36,13,13,13,38,11,11,11
057912,Emergent Literacy Writing,In Foster Care,In Foster Care,16,10,9,9,16,10,NA,NA,17,10,9,8
057912,Health and Wellness,Race/Ethnicity,Black or African American,199,150,131,135,199,150,131,135,200,150,133,136
057912,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1314,1114,1097,1026,1314,1114,1097,1026,1313,1116,1097,1025
057912,Health and Wellness,Race/Ethnicity,Other,157,122,104,119,157,122,104,119,160,123,103,118
057912,Health and Wellness,Race/Ethnicity,White,81,59,59,53,81,59,59,53,82,57,57,52
057912,Health and Wellness,Homeless,Homeless,36,13,13,13,36,13,13,13,37,12,12,12
057912,Health and Wellness,In Foster Care,In Foster Care,16,10,10,9,16,10,10,NA,17,11,10,9
057912,Language and Communication,Race/Ethnicity,Black or African American,199,146,83,130,199,146,83,130,199,146,83,129
057912,Language and Communication,Race/Ethnicity,Hispanic/Latino,1314,1099,700,912,1314,1099,700,912,1314,1100,699,911
057912,Language and Communication,Race/Ethnicity,Other,157,122,63,105,157,122,63,105,157,121,65,105
057912,Language and Communication,Race/Ethnicity,White,81,59,32,51,81,59,32,51,82,59,33,50
057912,Language and Communication,Homeless,Homeless,36,13,13,13,36,13,13,13,36,13,12,12
057912,Language and Communication,In Foster Care,In Foster Care,16,10,7,8,16,10,NA,NA,16,10,8,6
057912,Mathematics,Race/Ethnicity,Black or African American,199,150,130,145,199,150,130,145,199,152,130,145
057912,Mathematics,Race/Ethnicity,Hispanic/Latino,1314,1115,924,1029,1314,1115,924,1029,1312,1115,923,1028
057912,Mathematics,Race/Ethnicity,Other,157,124,110,93,157,124,110,93,154,125,112,94
057912,Mathematics,Race/Ethnicity,White,81,59,52,59,81,59,52,59,81,59,52,59
057912,Mathematics,Homeless,Homeless,36,13,13,13,36,13,13,13,35,13,12,13
057912,Mathematics,In Foster Care,In Foster Care,16,10,9,9,16,10,NA,NA,17,11,10,11
057913,Emergent Literacy Reading,Race/Ethnicity,Black or African American,295,249,192,231,295,249,192,231,295,250,192,229
057913,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,84,71,31,65,84,71,31,65,83,72,29,65
057913,Emergent Literacy Reading,Race/Ethnicity,Other,12,10,7,10,12,10,NA,10,12,11,8,10
057913,Emergent Literacy Reading,Race/Ethnicity,White,23,18,12,11,23,18,NA,11,24,18,12,11
057913,Emergent Literacy Reading,Homeless,Homeless,39,36,22,7,39,36,22,NA,39,35,20,6
057913,Emergent Literacy Reading,In Foster Care,In Foster Care,10,5,2,2,10,NA,NA,NA,10,6,3,2
057913,Emergent Literacy Writing,Race/Ethnicity,Black or African American,295,234,217,217,295,234,217,217,297,236,216,217
057913,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,84,69,68,59,84,69,68,59,83,67,67,59
057913,Emergent Literacy Writing,Race/Ethnicity,Other,12,8,8,8,12,NA,NA,NA,11,9,8,7
057913,Emergent Literacy Writing,Race/Ethnicity,White,23,19,17,14,23,NA,NA,NA,23,20,18,14
057913,Emergent Literacy Writing,Homeless,Homeless,39,33,7,7,39,33,NA,NA,39,32,6,6
057913,Emergent Literacy Writing,In Foster Care,In Foster Care,10,5,5,2,10,NA,NA,NA,11,2,2,2
057913,Health and Wellness,Race/Ethnicity,Black or African American,295,248,241,214,295,248,241,214,296,248,241,215
057913,Health and Wellness,Race/Ethnicity,Hispanic/Latino,84,70,69,60,84,70,69,60,84,72,67,59
057913,Health and Wellness,Race/Ethnicity,Other,12,10,10,10,12,10,10,10,14,10,10,10
057913,Health and Wellness,Race/Ethnicity,White,23,18,16,14,23,18,16,14,25,18,16,11
057913,Health and Wellness,Homeless,Homeless,39,36,7,31,39,36,NA,31,39,35,7,31
057913,Health and Wellness,In Foster Care,In Foster Care,10,5,5,2,10,NA,NA,NA,10,5,3,2
057913,Language and Communication,Race/Ethnicity,Black or African American,295,235,133,194,295,235,133,194,293,234,133,195
057913,Language and Communication,Race/Ethnicity,Hispanic/Latino,84,69,41,58,84,69,41,58,83,68,40,57
057913,Language and Communication,Race/Ethnicity,Other,12,8,4,8,12,NA,NA,NA,11,8,3,8
057913,Language and Communication,Race/Ethnicity,White,23,20,13,11,23,NA,NA,NA,21,20,13,10
057913,Language and Communication,Homeless,Homeless,39,32,15,26,39,32,15,26,37,32,15,26
057913,Language and Communication,In Foster Care,In Foster Care,10,2,1,2,10,NA,NA,NA,10,2,0,2
057913,Mathematics,Race/Ethnicity,Black or African American,295,249,221,231,295,249,221,231,295,249,220,231
057913,Mathematics,Race/Ethnicity,Hispanic/Latino,84,70,54,60,84,70,54,60,85,71,52,58
057913,Mathematics,Race/Ethnicity,Other,12,10,10,10,12,10,10,10,13,11,9,9
057913,Mathematics,Race/Ethnicity,White,23,18,11,14,23,18,11,14,24,17,10,15
057913,Mathematics,Homeless,Homeless,39,36,30,7,39,36,30,NA,39,37,30,10
057913,Mathematics,In Foster Care,In Foster Care,10,5,2,5,10,NA,NA,NA,12,6,3,6
057914,Emergent Literacy Reading,Race/Ethnicity,Black or African American,358,238,130,190,358,238,130,190,357,238,130,191
057914,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,999,814,168,704,999,814,168,704,1001,814,167,702
057914,Emergent Literacy Reading,Race/Ethnicity,Other,54,44,21,34,54,44,21,34,53,45,20,34
057914,Emergent Literacy Reading,Race/Ethnicity,White,70,59,21,46,70,59,21,46,71,60,21,45
057914,Emergent Literacy Reading,Homeless,Homeless,37,24,6,17,37,24,NA,17,37,25,6,19
057914,Emergent Literacy Reading,In Foster Care,In Foster Care,7,7,2,6,NA,NA,NA,NA,8,8,3,5
057914,Emergent Literacy Writing,Race/Ethnicity,Black or African American,358,230,208,194,358,230,208,194,358,230,208,194
057914,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,999,784,631,684,999,784,631,684,999,783,633,683
057914,Emergent Literacy Writing,Race/Ethnicity,Other,54,42,35,42,54,42,35,42,53,42,37,42
057914,Emergent Literacy Writing,Race/Ethnicity,White,70,54,49,39,70,54,49,39,69,55,49,41
057914,Emergent Literacy Writing,Homeless,Homeless,37,20,20,14,37,20,20,14,36,19,18,14
057914,Emergent Literacy Writing,In Foster Care,In Foster Care,7,7,6,6,NA,NA,NA,NA,6,6,6,6
057914,Health and Wellness,Race/Ethnicity,Black or African American,358,230,217,183,358,230,217,183,359,231,217,184
057914,Health and Wellness,Race/Ethnicity,Hispanic/Latino,999,795,749,704,999,795,749,704,998,793,747,704
057914,Health and Wellness,Race/Ethnicity,Other,54,42,42,32,54,42,42,32,54,43,40,31
057914,Health and Wellness,Race/Ethnicity,White,70,56,42,48,70,56,42,48,70,56,44,48
057914,Health and Wellness,Homeless,Homeless,37,22,22,22,37,22,22,22,35,23,21,23
057914,Health and Wellness,In Foster Care,In Foster Care,7,7,7,6,NA,NA,NA,NA,9,6,6,6
057914,Language and Communication,Race/Ethnicity,Black or African American,358,238,92,166,358,238,92,166,359,238,90,166
057914,Language and Communication,Race/Ethnicity,Hispanic/Latino,999,809,318,529,999,809,318,529,999,810,319,529
057914,Language and Communication,Race/Ethnicity,Other,54,44,12,27,54,44,12,27,54,42,11,28
057914,Language and Communication,Race/Ethnicity,White,70,59,26,42,70,59,26,42,69,58,25,42
057914,Language and Communication,Homeless,Homeless,37,23,7,15,37,23,NA,15,38,23,7,16
057914,Language and Communication,In Foster Care,In Foster Care,7,7,3,5,NA,NA,NA,NA,7,6,3,3
057914,Mathematics,Race/Ethnicity,Black or African American,358,236,193,206,358,236,193,206,358,238,192,207
057914,Mathematics,Race/Ethnicity,Hispanic/Latino,999,805,507,736,999,805,507,736,999,806,506,735
057914,Mathematics,Race/Ethnicity,Other,54,44,30,39,54,44,30,39,52,45,30,38
057914,Mathematics,Race/Ethnicity,White,70,58,41,52,70,58,41,52,69,58,40,53
057914,Mathematics,Homeless,Homeless,37,23,15,16,37,23,15,16,39,22,14,18
057914,Mathematics,In Foster Care,In Foster Care,7,7,5,7,NA,NA,NA,NA,7,6,5,6
057916,Emergent Literacy Reading,Race/Ethnicity,Black or African American,399,273,171,223,399,273,171,223,399,274,171,222
057916,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,728,562,156,457,728,562,156,457,728,562,155,456
057916,Emergent Literacy Reading,Race/Ethnicity,Other,186,148,87,131,186,148,87,131,184,148,88,132
057916,Emergent Literacy Reading,Race/Ethnicity,White,292,266,182,237,292,266,182,237,294,266,184,238
057916,Emergent Literacy Reading,Homeless,Homeless,112,75,12,57,112,75,12,57,112,75,11,57
057916,Emergent Literacy Reading,In Foster Care,In Foster Care,19,8,4,8,19,NA,NA,NA,18,8,2,8
057916,Emergent Literacy Writing,Race/Ethnicity,Black or African American,399,271,224,239,399,271,224,239,399,272,225,238
057916,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,728,561,407,497,728,561,407,497,728,562,409,498
057916,Emergent Literacy Writing,Race/Ethnicity,Other,186,148,130,143,186,148,130,143,186,147,131,145
057916,Emergent Literacy Writing,Race/Ethnicity,White,292,266,250,256,292,266,250,256,291,266,251,255
057916,Emergent Literacy Writing,Homeless,Homeless,112,74,49,61,112,74,49,61,113,75,50,60
057916,Emergent Literacy Writing,In Foster Care,In Foster Care,19,8,7,7,19,NA,NA,NA,20,10,6,7
057916,Health and Wellness,Race/Ethnicity,Black or African American,399,272,230,236,399,272,230,236,397,271,228,235
057916,Health and Wellness,Race/Ethnicity,Hispanic/Latino,728,562,454,519,728,562,454,519,727,561,455,519
057916,Health and Wellness,Race/Ethnicity,Other,186,148,130,140,186,148,130,140,187,147,132,140
057916,Health and Wellness,Race/Ethnicity,White,292,266,255,248,292,266,255,248,290,267,256,248
057916,Health and Wellness,Homeless,Homeless,112,75,55,61,112,75,55,61,112,74,54,62
057916,Health and Wellness,In Foster Care,In Foster Care,19,8,8,7,19,NA,NA,NA,19,7,7,7
057916,Language and Communication,Race/Ethnicity,Black or African American,399,273,96,189,399,273,96,189,399,271,96,190
057916,Language and Communication,Race/Ethnicity,Hispanic/Latino,728,564,299,451,728,564,299,451,728,565,299,450
057916,Language and Communication,Race/Ethnicity,Other,186,147,58,105,186,147,58,105,185,149,59,106
057916,Language and Communication,Race/Ethnicity,White,292,267,183,233,292,267,183,233,294,266,181,233
057916,Language and Communication,Homeless,Homeless,112,74,34,48,112,74,34,48,115,74,35,48
057916,Language and Communication,In Foster Care,In Foster Care,19,8,5,7,19,NA,NA,NA,17,8,4,7
057916,Mathematics,Race/Ethnicity,Black or African American,399,273,223,238,399,273,223,238,399,273,223,238
057916,Mathematics,Race/Ethnicity,Hispanic/Latino,728,560,397,501,728,560,397,501,729,562,396,501
057916,Mathematics,Race/Ethnicity,Other,186,147,115,137,186,147,115,137,186,146,116,136
057916,Mathematics,Race/Ethnicity,White,292,267,251,261,292,267,251,261,292,267,250,261
057916,Mathematics,Homeless,Homeless,112,75,48,63,112,75,48,63,113,75,49,62
057916,Mathematics,In Foster Care,In Foster Care,19,8,7,8,19,NA,NA,NA,19,6,6,6
061901,Emergent Literacy Reading,Race/Ethnicity,Black or African American,335,267,163,209,335,267,163,209,335,268,163,209
061901,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,573,502,237,399,573,502,237,399,572,502,239,400
061901,Emergent Literacy Reading,Race/Ethnicity,Other,250,208,153,181,250,208,153,181,250,210,153,181
061901,Emergent Literacy Reading,Race/Ethnicity,White,201,177,110,144,201,177,110,144,198,177,110,144
061901,Emergent Literacy Reading,Homeless,Homeless,44,36,18,31,44,36,18,31,44,37,17,32
061901,Emergent Literacy Reading,In Foster Care,In Foster Care,14,8,7,8,14,NA,NA,NA,14,8,7,7
061901,Emergent Literacy Writing,Race/Ethnicity,Black or African American,335,267,243,212,335,267,243,212,334,267,243,212
061901,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,573,456,401,383,573,456,401,383,574,457,401,383
061901,Emergent Literacy Writing,Race/Ethnicity,Other,250,206,195,179,250,206,195,179,249,206,193,179
061901,Emergent Literacy Writing,Race/Ethnicity,White,201,175,169,159,201,175,169,159,202,175,168,159
061901,Emergent Literacy Writing,Homeless,Homeless,44,36,30,26,44,36,30,26,45,36,28,29
061901,Emergent Literacy Writing,In Foster Care,In Foster Care,14,7,7,7,14,NA,NA,NA,14,7,5,7
061901,Health and Wellness,Race/Ethnicity,Black or African American,335,257,246,195,335,257,246,195,335,258,245,197
061901,Health and Wellness,Race/Ethnicity,Hispanic/Latino,573,463,451,398,573,463,451,398,574,461,452,396
061901,Health and Wellness,Race/Ethnicity,Other,250,202,147,177,250,202,147,177,251,202,149,177
061901,Health and Wellness,Race/Ethnicity,White,201,174,174,154,201,174,174,154,202,173,173,153
061901,Health and Wellness,Homeless,Homeless,44,35,35,30,44,35,35,30,43,34,34,30
061901,Health and Wellness,In Foster Care,In Foster Care,14,6,6,6,14,NA,NA,NA,15,7,5,5
061901,Language and Communication,Race/Ethnicity,Black or African American,335,263,127,159,335,263,127,159,335,264,125,161
061901,Language and Communication,Race/Ethnicity,Hispanic/Latino,573,499,305,333,573,499,305,333,574,497,305,334
061901,Language and Communication,Race/Ethnicity,Other,250,208,119,148,250,208,119,148,252,208,119,147
061901,Language and Communication,Race/Ethnicity,White,201,177,128,142,201,177,128,142,202,176,128,143
061901,Language and Communication,Homeless,Homeless,44,36,23,26,44,36,23,26,44,36,24,25
061901,Language and Communication,In Foster Care,In Foster Care,14,7,6,7,14,NA,NA,NA,15,6,6,6
061901,Mathematics,Race/Ethnicity,Black or African American,335,261,230,222,335,261,230,222,335,262,230,223
061901,Mathematics,Race/Ethnicity,Hispanic/Latino,573,464,398,410,573,464,398,410,573,464,399,409
061901,Mathematics,Race/Ethnicity,Other,250,206,190,192,250,206,190,192,251,206,190,193
061901,Mathematics,Race/Ethnicity,White,201,175,159,157,201,175,159,157,199,174,160,158
061901,Mathematics,Homeless,Homeless,44,36,27,27,44,36,27,27,45,36,27,27
061901,Mathematics,In Foster Care,In Foster Care,14,7,7,7,14,NA,NA,NA,14,4,4,4
061902,Emergent Literacy Reading,Race/Ethnicity,Black or African American,198,137,88,108,198,137,88,108,198,137,88,107
061902,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,594,478,193,374,594,478,193,374,595,477,193,372
061902,Emergent Literacy Reading,Race/Ethnicity,Other,338,284,220,257,338,284,220,257,338,282,219,257
061902,Emergent Literacy Reading,Race/Ethnicity,White,132,110,75,94,132,110,75,94,131,109,77,93
061902,Emergent Literacy Reading,Homeless,Homeless,85,62,29,48,85,62,29,48,84,61,30,48
061902,Emergent Literacy Reading,In Foster Care,In Foster Care,19,13,6,7,19,13,NA,NA,19,13,6,7
061902,Emergent Literacy Writing,Race/Ethnicity,Black or African American,198,135,124,116,198,135,124,116,199,134,125,116
061902,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,594,482,452,427,594,482,452,427,591,483,451,428
061902,Emergent Literacy Writing,Race/Ethnicity,Other,338,281,148,250,338,281,148,250,339,279,149,251
061902,Emergent Literacy Writing,Race/Ethnicity,White,132,110,110,105,132,110,110,105,130,110,110,104
061902,Emergent Literacy Writing,Homeless,Homeless,85,62,28,50,85,62,28,50,87,63,28,49
061902,Emergent Literacy Writing,In Foster Care,In Foster Care,19,13,13,8,19,13,13,NA,17,14,13,8
061902,Health and Wellness,Race/Ethnicity,Black or African American,198,136,131,100,198,136,131,100,197,136,132,100
061902,Health and Wellness,Race/Ethnicity,Hispanic/Latino,594,467,458,409,594,467,458,409,595,467,458,409
061902,Health and Wellness,Race/Ethnicity,Other,338,281,279,250,338,281,279,250,338,279,279,250
061902,Health and Wellness,Race/Ethnicity,White,132,110,110,99,132,110,110,99,132,107,107,101
061902,Health and Wellness,Homeless,Homeless,85,60,28,49,85,60,28,49,85,59,28,50
061902,Health and Wellness,In Foster Care,In Foster Care,19,13,13,8,19,13,13,NA,18,13,12,9
061902,Language and Communication,Race/Ethnicity,Black or African American,198,137,72,85,198,137,72,85,198,139,72,86
061902,Language and Communication,Race/Ethnicity,Hispanic/Latino,594,478,269,269,594,478,269,269,598,478,270,269
061902,Language and Communication,Race/Ethnicity,Other,338,284,148,190,338,284,148,190,339,284,150,191
061902,Language and Communication,Race/Ethnicity,White,132,109,77,89,132,109,77,89,133,110,78,90
061902,Language and Communication,Homeless,Homeless,85,62,37,37,85,62,37,37,86,62,36,37
061902,Language and Communication,In Foster Care,In Foster Care,19,13,8,6,19,13,NA,NA,21,13,8,6
061902,Mathematics,Race/Ethnicity,Black or African American,198,135,121,118,198,135,121,118,198,135,119,117
061902,Mathematics,Race/Ethnicity,Hispanic/Latino,594,478,413,426,594,478,413,426,594,475,412,425
061902,Mathematics,Race/Ethnicity,Other,338,282,143,144,338,282,143,144,338,282,143,145
061902,Mathematics,Race/Ethnicity,White,132,110,110,110,132,110,110,110,132,109,109,109
061902,Mathematics,Homeless,Homeless,85,61,54,53,85,61,54,53,85,62,55,55
061902,Mathematics,In Foster Care,In Foster Care,19,13,13,13,19,13,13,13,19,13,12,13
061911,Emergent Literacy Reading,Race/Ethnicity,Black or African American,195,158,84,126,195,158,84,126,194,158,87,126
061911,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,327,277,119,223,327,277,119,223,327,277,118,224
061911,Emergent Literacy Reading,Race/Ethnicity,Other,327,261,196,248,327,261,196,248,327,262,196,248
061911,Emergent Literacy Reading,Race/Ethnicity,White,319,290,174,247,319,290,174,247,317,289,173,249
061911,Emergent Literacy Reading,Homeless,Homeless,11,6,6,6,11,NA,NA,NA,10,6,6,6
061911,Emergent Literacy Reading,In Foster Care,In Foster Care,23,19,9,7,23,19,NA,NA,24,19,8,6
061911,Emergent Literacy Writing,Race/Ethnicity,Black or African American,195,158,138,128,195,158,138,128,195,156,140,128
061911,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,327,279,255,227,327,279,255,227,328,278,254,228
061911,Emergent Literacy Writing,Race/Ethnicity,Other,327,262,251,244,327,262,251,244,328,262,253,244
061911,Emergent Literacy Writing,Race/Ethnicity,White,319,289,281,271,319,289,281,271,317,289,281,272
061911,Emergent Literacy Writing,Homeless,Homeless,11,6,6,6,11,NA,NA,NA,11,6,6,5
061911,Emergent Literacy Writing,In Foster Care,In Foster Care,23,19,19,14,23,19,19,14,24,21,21,13
061911,Health and Wellness,Race/Ethnicity,Black or African American,195,154,154,132,195,154,154,132,194,153,153,133
061911,Health and Wellness,Race/Ethnicity,Hispanic/Latino,327,273,273,252,327,273,273,252,327,275,270,252
061911,Health and Wellness,Race/Ethnicity,Other,327,259,118,252,327,259,118,252,327,259,118,253
061911,Health and Wellness,Race/Ethnicity,White,319,279,274,263,319,279,274,263,318,280,274,264
061911,Health and Wellness,Homeless,Homeless,11,6,6,6,11,NA,NA,NA,12,7,5,7
061911,Health and Wellness,In Foster Care,In Foster Care,23,19,19,7,23,19,19,NA,22,18,18,7
061911,Language and Communication,Race/Ethnicity,Black or African American,195,158,71,105,195,158,71,105,195,160,70,104
061911,Language and Communication,Race/Ethnicity,Hispanic/Latino,327,277,161,182,327,277,161,182,326,278,161,183
061911,Language and Communication,Race/Ethnicity,Other,327,261,138,193,327,261,138,193,328,262,138,193
061911,Language and Communication,Race/Ethnicity,White,319,290,205,240,319,290,205,240,319,289,205,239
061911,Language and Communication,Homeless,Homeless,11,6,6,6,11,NA,NA,NA,9,7,6,5
061911,Language and Communication,In Foster Care,In Foster Care,23,19,11,13,23,19,11,13,23,20,11,11
061911,Mathematics,Race/Ethnicity,Black or African American,195,158,134,139,195,158,134,139,195,159,134,139
061911,Mathematics,Race/Ethnicity,Hispanic/Latino,327,278,229,240,327,278,229,240,326,277,228,240
061911,Mathematics,Race/Ethnicity,Other,327,261,238,247,327,261,238,247,328,261,239,246
061911,Mathematics,Race/Ethnicity,White,319,290,280,281,319,290,280,281,318,291,279,282
061911,Mathematics,Homeless,Homeless,11,6,6,6,11,NA,NA,NA,10,7,5,5
061911,Mathematics,In Foster Care,In Foster Care,23,19,19,8,23,19,19,NA,22,18,18,8
068901,Emergent Literacy Reading,Race/Ethnicity,Black or African American,58,38,17,30,58,38,17,30,59,40,16,30
068901,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,1297,1041,307,839,1297,1041,307,839,1299,1041,307,839
068901,Emergent Literacy Reading,Race/Ethnicity,Other,44,35,17,29,44,35,17,29,42,35,16,29
068901,Emergent Literacy Reading,Race/Ethnicity,White,163,130,47,97,163,130,47,97,162,131,46,99
068901,Emergent Literacy Reading,Homeless,Homeless,116,56,8,41,116,56,NA,41,117,56,7,40
068901,Emergent Literacy Reading,In Foster Care,In Foster Care,7,7,3,7,NA,NA,NA,NA,5,5,2,5
068901,Emergent Literacy Writing,Race/Ethnicity,Black or African American,58,36,26,35,58,36,26,35,60,35,25,33
068901,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1297,1038,800,950,1297,1038,800,950,1297,1037,801,950
068901,Emergent Literacy Writing,Race/Ethnicity,Other,44,35,26,32,44,35,26,32,48,37,25,31
068901,Emergent Literacy Writing,Race/Ethnicity,White,163,128,94,116,163,128,94,116,163,127,96,116
068901,Emergent Literacy Writing,Homeless,Homeless,116,54,37,48,116,54,37,48,116,53,37,48
068901,Emergent Literacy Writing,In Foster Care,In Foster Care,7,7,7,3,NA,NA,NA,NA,8,8,8,4
068901,Health and Wellness,Race/Ethnicity,Black or African American,58,36,24,35,58,36,24,35,59,35,23,35
068901,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1297,1011,827,909,1297,1011,827,909,1298,1013,826,909
068901,Health and Wellness,Race/Ethnicity,Other,44,35,25,30,44,35,25,30,43,37,26,30
068901,Health and Wellness,Race/Ethnicity,White,163,129,104,119,163,129,104,119,165,128,104,119
068901,Health and Wellness,Homeless,Homeless,116,52,42,46,116,52,42,46,116,50,41,46
068901,Health and Wellness,In Foster Care,In Foster Care,7,7,7,7,NA,NA,NA,NA,6,6,6,6
068901,Language and Communication,Race/Ethnicity,Black or African American,58,37,15,25,58,37,15,25,57,38,14,26
068901,Language and Communication,Race/Ethnicity,Hispanic/Latino,1297,1041,528,712,1297,1041,528,712,1297,1041,528,712
068901,Language and Communication,Race/Ethnicity,Other,44,35,16,30,44,35,16,30,44,35,15,30
068901,Language and Communication,Race/Ethnicity,White,163,130,68,95,163,130,68,95,163,130,69,94
068901,Language and Communication,Homeless,Homeless,116,56,32,39,116,56,32,39,116,57,32,38
068901,Language and Communication,In Foster Care,In Foster Care,6,6,5,6,NA,NA,NA,NA,7,7,5,7
068901,Mathematics,Race/Ethnicity,Black or African American,58,37,30,31,58,37,30,31,59,39,31,30
068901,Mathematics,Race/Ethnicity,Hispanic/Latino,1297,1038,794,904,1297,1038,794,904,1297,1039,795,903
068901,Mathematics,Race/Ethnicity,Other,44,35,26,33,44,35,26,33,45,35,28,32
068901,Mathematics,Race/Ethnicity,White,163,130,102,112,163,130,102,112,163,131,101,113
068901,Mathematics,Homeless,Homeless,116,56,40,45,116,56,40,45,116,57,41,43
068901,Mathematics,In Foster Care,In Foster Care,8,8,7,8,NA,NA,NA,NA,8,7,7,6
070912,Emergent Literacy Reading,Race/Ethnicity,Black or African American,74,58,21,45,74,58,NA,45,75,57,21,46
070912,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,161,133,25,113,161,133,25,113,162,135,26,113
070912,Emergent Literacy Reading,Race/Ethnicity,Other,22,17,6,13,22,17,NA,13,24,17,7,12
070912,Emergent Literacy Reading,Race/Ethnicity,White,76,62,22,49,76,62,22,49,76,63,22,50
070912,Emergent Literacy Reading,Homeless,Homeless,11,6,1,5,11,NA,NA,NA,13,7,1,7
070912,Emergent Literacy Reading,In Foster Care,In Foster Care,6,2,0,1,NA,NA,NA,NA,6,1,0,1
070912,Emergent Literacy Writing,Race/Ethnicity,Black or African American,74,58,47,48,74,58,47,48,73,57,47,46
070912,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,161,133,107,117,161,133,107,117,161,132,109,117
070912,Emergent Literacy Writing,Race/Ethnicity,Other,22,17,12,15,22,17,12,15,23,16,12,14
070912,Emergent Literacy Writing,Race/Ethnicity,White,76,62,54,53,76,62,54,53,76,62,54,53
070912,Emergent Literacy Writing,Homeless,Homeless,11,6,5,5,11,NA,NA,NA,12,6,6,6
070912,Emergent Literacy Writing,In Foster Care,In Foster Care,6,2,2,2,NA,NA,NA,NA,5,2,2,0
070912,Health and Wellness,Race/Ethnicity,Black or African American,74,58,53,49,74,58,53,49,74,58,53,50
070912,Health and Wellness,Race/Ethnicity,Hispanic/Latino,161,133,116,123,161,133,116,123,159,133,117,119
070912,Health and Wellness,Race/Ethnicity,Other,22,17,17,16,22,17,17,16,23,18,17,17
070912,Health and Wellness,Race/Ethnicity,White,76,62,35,54,76,62,35,54,77,62,35,54
070912,Health and Wellness,Homeless,Homeless,11,6,5,5,11,NA,NA,NA,12,6,6,4
070912,Health and Wellness,In Foster Care,In Foster Care,6,2,2,2,NA,NA,NA,NA,6,1,1,1
070912,Language and Communication,Race/Ethnicity,Black or African American,74,58,25,41,74,58,25,41,74,59,25,41
070912,Language and Communication,Race/Ethnicity,Hispanic/Latino,161,134,60,98,161,134,60,98,163,133,59,100
070912,Language and Communication,Race/Ethnicity,Other,22,17,12,11,22,17,12,11,22,17,13,11
070912,Language and Communication,Race/Ethnicity,White,76,61,39,48,76,61,39,48,77,62,38,48
070912,Language and Communication,Homeless,Homeless,11,6,3,5,11,NA,NA,NA,11,5,4,3
070912,Language and Communication,In Foster Care,In Foster Care,6,2,1,1,NA,NA,NA,NA,6,1,1,1
070912,Mathematics,Race/Ethnicity,Black or African American,74,57,47,47,74,57,47,47,74,56,46,48
070912,Mathematics,Race/Ethnicity,Hispanic/Latino,161,129,90,118,161,129,90,118,161,130,92,118
070912,Mathematics,Race/Ethnicity,Other,22,14,12,14,22,14,12,14,22,14,13,13
070912,Mathematics,Race/Ethnicity,White,76,56,46,31,76,56,46,31,77,56,46,31
070912,Mathematics,Homeless,Homeless,11,6,4,5,11,NA,NA,NA,10,7,5,5
070912,Mathematics,In Foster Care,In Foster Care,6,2,1,2,NA,NA,NA,NA,6,3,2,1
